date,qu,af,fb,aqd,mm,mn,mx
2013-06-29,938.46,198025.00,2926.01,,66.49,59.30,76.34
2013-06-30,957.83,198000.00,2926.00,,70.37,55.97,84.76
2013-07-01,969.75,197896.00,2925.96,,73.19,58.80,91.09
2013-07-02,952.08,197818.00,2925.93,,75.13,62.85,88.96
2013-07-03,883.75,197640.36,2925.86,,69.52,62.15,77.32
2013-07-04,702.40,197340.00,2925.74,,62.21,55.97,69.62
2013-07-05,632.62,197139.75,2925.66,,59.49,54.17,65.61
2013-07-06,584.08,197089.64,2925.64,,62.79,46.99,77.84
2013-07-07,536.53,197114.69,2925.65,,65.76,54.09,78.66
2013-07-08,550.43,197164.81,2925.67,,65.69,50.23,77.25
2013-07-09,537.85,197214.94,2925.69,,69.95,54.60,84.64
2013-07-10,503.85,197214.94,2925.69,,67.21,55.21,75.63
2013-07-11,480.22,197015.06,2925.61,,60.97,53.54,67.34
2013-07-12,420.47,196688.00,2925.48,,57.96,52.87,65.02
2013-07-13,356.97,196355.31,2925.35,,59.50,40.99,73.20
2013-07-14,386.40,196130.00,2925.26,,64.53,49.68,77.84
2013-07-15,361.20,195854.69,2925.15,,65.64,52.32,76.34
2013-07-16,424.48,195705.00,2925.09,,66.42,53.18,80.12
2013-07-17,411.67,195530.00,2925.02,,68.11,56.41,78.40
2013-07-18,436.82,195405.00,2924.97,,67.62,50.71,84.91
2013-07-19,374.17,195155.42,2924.87,,69.39,53.22,86.76
2013-07-20,398.75,194955.00,2924.79,,68.89,53.38,83.30
2013-07-21,373.82,194704.94,2924.69,,69.08,53.69,81.27
2013-07-22,361.33,194430.00,2924.58,,70.62,59.71,82.00
2013-07-23,386.67,194205.00,2924.49,,70.30,53.97,88.22
2013-07-24,362.30,193931.88,2924.38,,70.61,55.31,85.11
2013-07-25,340.19,193615.00,2924.25,,70.12,54.32,84.20
2013-07-26,323.57,193265.06,2924.11,,69.27,53.34,83.62
2013-07-27,298.30,192865.00,2923.95,,67.07,58.57,76.07
2013-07-28,290.77,192450.00,2923.78,,63.57,54.52,72.68
2013-07-29,298.40,192050.13,2923.62,,64.37,49.88,79.15
2013-07-30,300.29,191654.00,2923.46,,68.44,57.23,81.10
2013-07-31,326.58,191310.13,2923.32,,68.30,58.10,78.70
2013-08-01,336.56,190985.94,2923.19,,59.79,54.79,68.56
2013-08-02,240.89,190472.00,2922.98,,59.01,55.50,63.96
2013-08-03,315.01,190105.19,2922.83,,62.71,49.25,73.71
2013-08-04,287.48,189683.77,2922.66,,67.14,54.24,78.98
2013-08-05,314.08,189315.00,2922.51,,67.22,57.29,82.28
2013-08-06,329.06,188850.13,2922.32,,68.96,55.50,84.76
2013-08-07,320.07,188295.00,2922.09,,69.32,54.52,81.57
2013-08-08,290.01,187680.25,2921.84,,70.31,55.31,85.66
2013-08-09,323.67,187100.00,2921.60,,71.63,58.77,85.38
2013-08-10,336.71,186514.36,2921.36,,68.00,57.63,80.74
2013-08-11,315.38,185890.00,2921.10,,65.47,56.64,74.65
2013-08-12,307.92,185256.23,2920.84,,64.61,51.53,77.48
2013-08-13,296.73,184560.00,2920.55,,67.10,52.28,82.28
2013-08-14,271.58,183720.00,2920.20,,66.78,56.13,79.98
2013-08-15,284.24,182808.13,2919.82,,68.49,62.38,75.63
2013-08-16,302.26,181775.94,2919.39,,66.36,55.90,77.36
2013-08-17,288.70,180514.36,2918.86,,65.76,57.43,72.00
2013-08-18,274.55,179070.00,2918.25,,65.72,50.90,76.73
2013-08-19,285.18,177471.00,2917.57,,65.52,58.33,72.72
2013-08-20,263.24,175598.00,2916.77,,64.57,48.27,79.21
2013-08-21,271.64,173436.23,2915.84,,66.10,52.55,79.29
2013-08-22,312.40,171109.17,2914.83,,64.93,54.01,77.38
2013-08-23,306.23,168842.22,2913.84,,66.14,58.78,72.72
2013-08-24,285.45,166733.00,2912.91,,61.93,50.08,71.35
2013-08-25,293.57,164864.00,2912.08,,59.33,52.67,69.07
2013-08-26,280.81,163186.16,2911.33,,59.27,47.91,67.53
2013-08-27,279.32,161604.11,2910.62,,63.64,50.43,73.77
2013-08-28,300.27,160054.00,2909.92,,64.47,56.09,75.12
2013-08-29,326.08,158437.95,2909.19,,62.85,57.47,68.83
2013-08-30,318.61,156622.33,2908.36,,63.85,57.47,70.95
2013-08-31,294.80,154603.00,2907.43,,63.31,47.52,76.93
2013-09-01,325.02,152436.00,2906.43,,67.52,53.42,83.42
2013-09-02,285.81,150054.00,2905.33,,65.99,54.44,77.09
2013-09-03,313.65,147649.00,2904.20,,65.26,56.33,72.45
2013-09-04,317.00,145077.00,2902.98,,65.25,55.97,80.16
2013-09-05,474.50,142683.00,2901.84,,62.39,53.50,74.61
2013-09-06,804.35,140888.00,2900.97,,54.77,51.73,61.83
2013-09-07,536.77,138564.00,2899.85,,55.79,48.80,63.56
2013-09-08,415.00,136000.00,2898.60,,63.48,51.49,77.95
2013-09-09,367.64,133340.00,2897.29,,66.58,53.81,82.00
2013-09-10,378.86,130550.00,2895.90,,65.89,54.36,78.78
2013-09-11,369.80,127530.00,2894.38,,67.06,54.09,83.81
2013-09-12,390.72,124440.00,2892.81,,68.75,54.87,86.33
2013-09-13,380.11,121260.00,2891.17,,68.90,57.00,85.15
2013-09-14,389.37,118023.00,2889.47,,69.37,56.41,83.97
2013-09-15,407.51,114752.00,2887.74,,67.73,60.46,80.71
2013-09-16,356.12,111472.00,2885.98,,58.91,55.86,62.07
2013-09-17,350.19,108344.00,2884.28,,53.79,48.09,57.86
2013-09-18,330.05,105436.00,2882.67,,52.93,46.77,59.04
2013-09-19,293.77,102630.00,2881.10,,51.20,37.26,63.48
2013-09-20,310.72,99912.00,2879.56,,55.74,41.19,70.33
2013-09-21,283.35,97183.00,2877.99,,55.11,47.62,62.89
2013-09-22,335.87,94562.00,2876.46,,50.35,48.54,52.99
2013-09-23,338.87,92058.00,2874.98,,49.81,47.56,53.42
2013-09-24,330.41,89624.00,2873.52,,47.17,41.80,52.55
2013-09-25,300.74,87136.00,2872.01,,44.97,37.57,53.54
2013-09-26,296.00,84632.00,2870.47,,44.62,34.66,54.48
2013-09-27,280.28,82184.00,2868.94,,45.92,39.26,49.37
2013-09-28,793.08,80955.84,2868.16,,47.75,41.27,56.27
2013-09-29,1100.31,80796.00,2868.06,,44.13,41.94,47.42
2013-09-30,1099.71,81140.00,2868.28,,42.64,38.44,46.18
2013-10-01,643.28,81125.00,2868.27,,42.07,37.71,46.62
2013-10-02,515.93,81186.04,2868.31,,41.39,36.35,47.62
2013-10-03,425.00,81170.00,2868.30,,43.40,34.66,55.54
2013-10-04,389.07,81186.04,2868.31,,43.71,34.03,56.60
2013-10-05,377.55,81234.16,2868.34,,45.74,35.72,59.79
2013-10-06,320.65,81170.00,2868.30,,48.41,36.47,61.48
2013-10-07,396.69,81140.00,2868.28,,47.82,44.32,56.68
2013-10-08,381.09,80955.84,2868.16,,43.03,37.06,46.77
2013-10-09,362.95,80684.00,2867.99,,43.37,33.29,53.97
2013-10-10,336.77,80396.04,2867.81,,45.60,33.92,52.71
2013-10-11,308.61,80380.00,2867.80,,43.60,35.76,52.08
2013-10-12,305.49,80507.92,2867.88,,41.68,37.30,44.85
2013-10-13,289.75,80668.00,2867.98,,42.35,34.47,55.11
2013-10-14,261.80,80860.00,2868.10,,42.15,33.60,55.66
2013-10-15,252.96,81080.00,2868.24,,42.20,31.01,54.52
2013-10-16,253.40,81362.00,2868.42,,44.32,35.53,55.66
2013-10-17,232.53,81602.00,2868.57,,43.86,35.37,56.13
2013-10-18,231.88,81840.00,2868.72,,44.01,34.27,58.69
2013-10-19,229.05,82072.27,2868.87,,45.99,36.00,62.38
2013-10-20,224.78,82296.00,2869.01,,48.17,37.67,65.98
2013-10-21,232.96,82535.84,2869.16,,48.71,39.30,64.51
2013-10-22,233.10,82776.04,2869.31,,48.07,38.22,64.66
2013-10-23,225.02,83000.00,2869.45,,46.85,36.63,61.91
2013-10-24,225.08,83224.00,2869.59,,45.71,35.88,61.32
2013-10-25,211.60,83432.00,2869.72,,45.55,36.86,59.51
2013-10-26,216.24,83656.23,2869.86,,43.44,34.23,57.15
2013-10-27,216.31,83880.00,2870.00,,42.87,40.13,49.88
2013-10-28,200.50,84072.08,2870.12,,39.81,33.09,44.14
2013-10-29,208.69,84280.00,2870.25,,35.34,26.41,47.01
2013-10-30,200.47,84472.27,2870.37,,42.06,29.43,51.30
2013-10-31,184.14,84632.00,2870.47,,47.31,42.94,52.36
2013-11-01,246.04,84913.77,2870.64,,43.22,34.55,55.11
2013-11-02,305.67,85313.96,2870.89,,39.69,35.53,44.37
2013-11-03,334.84,85771.88,2871.17,,35.87,32.50,39.26
2013-11-04,233.27,86028.12,2871.33,,35.16,28.10,42.29
2013-11-05,243.05,86317.00,2871.51,,37.93,30.13,47.32
2013-11-06,242.78,86613.96,2871.69,,37.11,30.97,44.61
2013-11-07,429.23,87280.00,2872.10,,37.50,33.25,43.20
2013-11-08,442.17,87972.00,2872.52,,39.76,33.84,43.55
2013-11-09,359.54,88498.16,2872.84,,34.68,29.67,39.88
2013-11-10,320.27,88946.04,2873.11,,37.42,32.58,42.25
2013-11-11,342.00,89437.00,2873.41,,40.47,37.97,43.75
2013-11-12,329.93,89903.96,2873.69,,42.43,39.38,47.78
2013-11-13,363.27,90437.00,2874.01,,43.52,34.66,48.50
2013-11-14,338.10,90920.00,2874.30,,37.78,31.20,43.35
2013-11-15,355.38,91437.04,2874.61,,37.07,33.56,39.38
2013-11-16,300.47,91845.21,2874.85,,35.44,32.23,38.24
2013-11-17,295.15,92243.00,2875.09,,38.99,32.74,44.73
2013-11-18,326.26,92702.25,2875.36,,42.99,39.76,46.62
2013-11-19,423.84,93355.00,2875.75,,41.65,33.72,48.46
2013-11-20,369.16,93899.00,2876.07,,27.84,19.13,34.47
2013-11-21,326.64,94358.16,2876.34,,22.48,14.14,33.17
2013-11-22,301.20,94766.00,2876.58,,23.29,15.28,33.64
2013-11-23,275.55,95123.00,2876.79,,25.16,16.10,35.02
2013-11-24,275.56,95480.00,2877.00,,27.67,20.19,36.35
2013-11-25,263.27,95812.96,2877.19,,29.81,22.47,38.48
2013-11-26,275.55,96170.00,2877.40,,29.71,23.34,36.79
2013-11-27,267.08,96510.00,2877.60,,30.96,25.31,39.46
2013-11-28,263.27,96842.00,2877.79,,31.05,24.28,40.25
2013-11-29,250.47,97149.00,2877.97,,37.36,29.39,48.11
2013-11-30,225.24,97406.09,2878.12,,42.13,39.66,44.63
2013-12-01,1194.54,99579.29,2879.37,,40.84,38.91,44.73
2013-12-02,1743.71,102844.00,2881.22,,30.22,23.18,38.99
2013-12-03,886.89,104410.00,2882.10,,22.63,13.51,26.33
2013-12-04,642.08,105490.00,2882.70,,14.45,9.46,21.85
2013-12-05,496.75,106281.73,2883.14,,11.26,6.31,15.51
2013-12-06,460.57,107002.00,2883.54,,10.74,8.00,12.09
2013-12-07,383.94,107570.22,2883.85,,5.15,-1.29,14.57
2013-12-08,360.31,108091.73,2884.14,,10.66,0.36,19.88
2013-12-09,374.11,108642.00,2884.44,,28.73,13.86,36.76
2013-12-10,346.76,109138.00,2884.71,,34.52,26.45,40.32
2013-12-11,389.20,109717.00,2885.03,,29.03,21.38,31.92
2013-12-12,283.99,110087.00,2885.24,,27.84,22.29,31.92
2013-12-13,264.15,110418.00,2885.42,,37.24,29.51,44.02
2013-12-14,274.73,110770.00,2885.60,,40.02,32.38,49.27
2013-12-15,264.55,111102.00,2885.78,,44.96,41.31,47.09
2013-12-16,264.95,111434.00,2885.96,,35.51,30.42,43.47
2013-12-17,264.87,111766.00,2886.15,,39.88,28.06,54.83
2013-12-18,264.90,112098.00,2886.33,,37.05,28.96,43.43
2013-12-19,264.98,112430.00,2886.51,,27.25,19.05,35.33
2013-12-20,279.42,112791.00,2886.69,,35.54,29.77,41.82
2013-12-21,264.95,113123.00,2886.87,,39.92,38.36,42.63
2013-12-22,267.45,113460.00,2887.05,,41.91,37.53,46.62
2013-12-23,267.52,113797.00,2887.23,,41.08,35.06,46.30
2013-12-24,265.06,114129.00,2887.42,,31.73,27.47,38.32
2013-12-25,270.09,114471.00,2887.60,,28.37,23.02,35.80
2013-12-26,266.54,114806.00,2887.78,,31.09,27.78,41.03
2013-12-27,278.20,115164.00,2887.96,,35.14,26.84,51.14
2013-12-28,270.20,115506.00,2888.14,,33.10,27.70,41.70
2013-12-29,265.15,115838.00,2888.32,,34.61,26.71,47.05
2013-12-30,270.19,116180.00,2888.51,,38.36,31.23,48.62
2013-12-31,270.25,116522.00,2888.69,,38.24,30.73,43.59
2014-01-01,270.43,116864.00,2888.87,,32.84,28.61,39.50
2014-01-02,283.26,117225.00,2889.05,,39.28,31.67,53.65
2014-01-03,262.45,117567.00,2889.23,,33.21,26.52,37.38
2014-01-04,256.43,117909.00,2889.41,,26.19,20.31,35.17
2014-01-05,256.43,118251.00,2889.59,,26.68,19.88,36.86
2014-01-06,295.00,118669.00,2889.82,,26.39,19.68,31.32
2014-01-07,333.00,119163.00,2890.07,,28.49,26.29,32.25
2014-01-08,338.00,119667.00,2890.33,,28.62,23.68,35.79
2014-01-09,323.00,120142.00,2890.59,,34.75,30.53,39.30
2014-01-10,338.10,120646.00,2890.84,,37.54,32.56,41.11
2014-01-11,324.02,121140.00,2891.10,,36.80,31.60,46.85
2014-01-12,322.93,121644.00,2891.36,,36.83,30.73,42.64
2014-01-13,322.73,122148.00,2891.62,,41.56,36.55,43.35
2014-01-14,332.65,122670.95,2891.89,,35.62,31.48,41.33
2014-01-15,356.37,123239.90,2892.18,,34.85,28.92,50.86
2014-01-16,281.57,123660.00,2892.40,,32.46,28.25,43.55
2014-01-17,316.72,124149.76,2892.65,,30.70,26.45,38.44
2014-01-18,316.96,124640.00,2892.90,,27.71,23.14,34.27
2014-01-19,228.11,124954.00,2893.06,,26.66,24.01,31.09
2014-01-20,295.16,125401.00,2893.29,,24.02,19.59,29.51
2014-01-21,328.94,125915.00,2893.55,,23.42,20.31,28.53
2014-01-22,279.03,126330.00,2893.76,,26.29,20.43,33.68
2014-01-23,266.43,126720.00,2893.96,,27.19,22.32,36.71
2014-01-24,230.16,127038.09,2894.12,,24.79,21.67,29.59
2014-01-25,257.33,127410.05,2894.31,,24.18,20.43,32.54
2014-01-26,221.03,127710.00,2894.46,,21.67,18.11,25.27
2014-01-27,262.56,128099.80,2894.66,,23.89,18.86,29.83
2014-01-28,235.79,128440.15,2894.83,,26.75,25.09,29.55
2014-01-29,437.19,129180.00,2895.20,,31.25,25.50,38.36
2014-01-30,331.34,129710.00,2895.47,,34.53,30.77,37.18
2014-01-31,265.76,130109.85,2895.67,,32.70,28.29,37.45
2014-02-01,245.87,130470.24,2895.85,,29.43,23.58,36.39
2014-02-02,295.98,130930.00,2896.08,,23.08,20.34,26.76
2014-02-03,225.53,131250.00,2896.24,,21.48,18.21,24.40
2014-02-04,205.29,131529.91,2896.38,,13.84,8.36,18.97
2014-02-05,217.02,131833.00,2896.53,,4.70,0.18,8.16
2014-02-06,239.18,132180.00,2896.70,,4.46,2.03,6.26
2014-02-07,215.58,132480.25,2896.85,,8.62,-1.60,16.22
2014-02-08,275.82,132900.00,2897.06,,14.01,11.23,16.66
2014-02-09,275.95,133320.00,2897.27,,17.55,13.93,21.10
2014-02-10,260.83,133710.00,2897.46,,21.21,9.38,39.62
2014-02-11,316.89,134211.00,2897.71,,35.02,30.65,41.43
2014-02-12,361.74,134800.00,2898.00,,40.09,30.65,45.00
2014-02-13,362.75,135390.00,2898.29,,35.96,30.93,40.80
2014-02-14,414.76,136082.64,2898.63,,34.17,30.22,39.89
2014-02-15,386.94,136720.00,2898.94,,30.27,26.68,35.76
2014-02-16,362.85,137310.00,2899.23,,33.07,29.20,36.73
2014-02-17,322.81,137820.00,2899.48,,33.16,31.56,37.04
2014-02-18,378.30,138440.00,2899.78,,30.81,26.68,35.29
2014-02-19,334.84,138974.00,2900.04,,29.77,27.88,32.54
2014-02-20,346.42,139531.05,2900.31,,34.05,30.16,37.85
2014-02-21,261.68,139920.00,2900.50,,33.86,30.56,37.06
2014-02-22,266.74,140318.95,2900.69,,29.15,22.55,33.44
2014-02-23,261.95,140708.41,2900.87,,30.20,26.37,38.40
2014-02-24,244.95,141065.00,2901.05,,27.12,25.15,29.39
2014-02-25,273.41,141480.00,2901.25,,25.98,24.46,27.82
2014-02-26,231.08,141811.00,2901.41,,29.56,23.05,33.74
2014-02-27,223.76,142126.00,2901.56,,32.00,27.07,38.01
2014-02-28,204.20,142398.95,2901.69,,34.64,29.54,40.17
2014-03-01,272.78,142808.95,2901.89,,21.06,14.02,33.37
2014-03-02,246.42,143166.00,2902.06,,16.55,13.90,20.02
2014-03-03,384.77,143796.31,2902.36,,32.34,20.00,41.61
2014-03-04,300.04,144258.00,2902.58,,39.17,33.66,45.48
2014-03-05,619.83,145350.00,2903.10,,37.74,32.74,51.02
2014-03-06,1489.79,148163.00,2904.43,,40.57,35.96,45.67
2014-03-07,1102.50,150207.95,2905.39,,39.10,30.22,45.16
2014-03-08,945.56,151940.00,2906.20,,34.26,27.39,42.16
2014-03-09,1951.11,155664.00,2907.92,,41.80,34.96,48.50
2014-03-10,1794.73,159076.00,2909.48,,38.24,33.56,41.70
2014-03-11,1270.94,161450.00,2910.55,,36.88,28.02,49.49
2014-03-12,1081.14,163450.00,2911.45,,35.46,23.89,51.43
2014-03-13,953.10,165199.00,2912.23,,39.29,28.73,54.28
2014-03-14,889.68,166825.00,2912.95,,38.82,33.59,42.96
2014-03-15,970.71,168612.00,2913.74,,40.02,29.50,55.15
2014-03-16,980.79,170419.00,2914.53,,43.83,33.68,49.21
2014-03-17,1045.32,172351.39,2915.37,,33.25,31.05,35.21
2014-03-18,964.73,173971.00,2916.07,,36.29,26.48,45.04
2014-03-19,810.21,175177.00,2916.59,,34.96,29.63,43.27
2014-03-20,755.26,176274.00,2917.06,,32.81,29.18,37.06
2014-03-21,652.22,177166.00,2917.44,,32.83,24.19,42.84
2014-03-22,664.40,178082.17,2917.83,,35.09,25.11,48.29
2014-03-23,628.83,178926.94,2918.19,,39.90,32.01,50.19
2014-03-24,550.03,179614.00,2918.48,,38.98,28.41,51.73
2014-03-25,549.37,180301.00,2918.77,,37.19,33.39,45.04
2014-03-26,657.06,181204.72,2919.15,,35.16,29.55,43.55
2014-03-27,545.75,181536.00,2919.29,,37.04,31.48,42.94
2014-03-28,608.27,181632.17,2919.33,,35.46,31.66,39.46
2014-03-29,575.40,181584.06,2919.31,,38.12,30.57,44.73
2014-03-30,563.38,181512.00,2919.28,,36.68,31.56,41.23
2014-03-31,563.64,181440.00,2919.25,,36.50,25.88,44.93
2014-04-01,516.08,181273.89,2919.18,,39.74,34.03,49.39
2014-04-02,553.84,181181.66,2919.14,,38.86,31.40,45.63
2014-04-03,457.33,180898.00,2919.02,,38.48,30.77,48.35
2014-04-04,491.21,180682.00,2918.93,,38.76,33.88,42.94
2014-04-05,490.76,180466.23,2918.84,,40.17,33.60,46.05
2014-04-06,599.66,180466.23,2918.84,,45.66,40.44,50.31
2014-04-07,588.10,180442.17,2918.83,,46.32,34.27,64.15
2014-04-08,744.90,180301.00,2918.77,,45.82,34.66,60.63
2014-04-09,869.94,180043.77,2918.66,,42.84,36.75,47.76
2014-04-10,817.77,179684.00,2918.51,,43.91,31.64,55.58
2014-04-11,846.33,179381.88,2918.38,,45.01,34.57,53.97
2014-04-12,793.83,178974.00,2918.21,,44.47,32.07,58.69
2014-04-13,787.30,178552.00,2918.03,,42.61,30.30,54.17
2014-04-14,751.00,178058.13,2917.82,,44.25,30.18,61.20
2014-04-15,723.86,177731.88,2917.68,,42.12,37.10,46.99
2014-04-16,694.82,177517.00,2917.59,,43.40,38.34,49.05
2014-04-17,780.25,177471.00,2917.57,,42.46,37.53,47.25
2014-04-18,768.83,177402.00,2917.54,,38.90,34.70,44.36
2014-04-19,733.46,177262.00,2917.48,,38.05,28.18,51.53
2014-04-20,731.13,177118.00,2917.42,,43.24,33.96,55.44
2014-04-21,674.17,176863.06,2917.31,,44.53,36.47,59.22
2014-04-22,767.67,176792.00,2917.28,,39.02,36.31,41.62
2014-04-23,753.43,176484.72,2917.15,,37.88,34.19,40.52
2014-04-24,924.03,176322.00,2917.08,,41.13,38.15,46.34
2014-04-25,778.81,175853.89,2916.88,,39.35,34.74,50.37
2014-04-26,804.79,175406.94,2916.69,,39.68,34.35,45.67
2014-04-27,752.11,174855.00,2916.45,,36.82,33.84,42.33
2014-04-28,792.92,174385.00,2916.25,,42.18,34.35,54.46
2014-04-29,704.67,173810.00,2916.00,,46.75,36.00,58.29
2014-04-30,685.07,173340.00,2915.80,,50.58,34.78,66.88
2014-05-01,746.67,172994.72,2915.65,,55.39,37.71,74.12
2014-05-02,888.81,173248.00,2915.76,,56.00,44.95,67.69
2014-05-03,1127.58,174270.00,2916.20,,48.04,42.61,55.74
2014-05-04,1126.49,175291.66,2916.64,,44.18,36.43,50.31
2014-05-05,1106.67,176274.00,2917.06,,44.87,40.84,49.25
2014-05-06,966.39,176978.34,2917.36,,45.23,41.35,50.98
2014-05-07,955.92,177659.70,2917.65,,46.90,35.20,58.41
2014-05-08,978.96,178388.00,2917.96,,44.45,39.15,48.94
2014-05-09,1040.01,179238.13,2918.32,,42.91,39.74,45.73
2014-05-10,968.61,179948.13,2918.62,,43.27,37.93,49.17
2014-05-11,896.76,180514.36,2918.86,,47.03,33.33,58.61
2014-05-12,839.52,180970.00,2919.05,,49.02,34.51,60.97
2014-05-13,920.93,181584.06,2919.31,,54.16,39.81,69.91
2014-05-14,937.61,182232.00,2919.58,,59.03,42.80,76.38
2014-05-15,1311.67,183551.59,2920.13,,61.00,46.30,79.09
2014-05-16,1557.10,185088.00,2920.77,,57.51,51.96,61.81
2014-05-17,1474.52,186226.00,2921.24,,52.57,48.86,57.15
2014-05-18,1453.32,187315.94,2921.69,,48.46,42.43,54.52
2014-05-19,1248.19,187998.00,2921.97,,51.42,45.71,59.87
2014-05-20,1163.83,188511.88,2922.18,,53.56,40.23,65.80
2014-05-21,1272.17,189242.00,2922.48,,56.85,40.84,68.83
2014-05-22,1376.50,190180.36,2922.86,,60.92,47.56,75.75
2014-05-23,1561.76,191484.94,2923.39,,56.59,51.94,60.93
2014-05-24,1587.62,192840.00,2923.94,,53.78,47.64,59.93
2014-05-25,1384.04,193788.13,2924.32,,51.49,41.54,60.14
2014-05-26,1367.16,194704.94,2924.69,,50.05,47.05,53.22
2014-05-27,1320.16,195530.00,2925.02,,48.09,34.51,55.99
2014-05-28,1149.57,195929.88,2925.18,,46.87,44.22,50.77
2014-05-29,1040.85,196030.00,2925.22,,49.68,44.02,57.35
2014-05-30,1013.65,196080.00,2925.24,,52.80,39.03,67.81
2014-05-31,962.98,196030.00,2925.22,,56.55,44.85,67.30
2014-06-01,1190.07,196430.00,2925.38,,58.10,42.39,72.96
2014-06-02,1203.08,196765.00,2925.52,,60.11,45.95,74.31
2014-06-03,1300.55,197090.00,2925.65,,57.54,46.81,64.66
2014-06-04,1386.30,197590.00,2925.84,,56.78,44.53,67.69
2014-06-05,1202.93,197714.94,2925.89,,57.83,43.86,68.99
2014-06-06,1151.94,197690.00,2925.88,,57.45,43.23,71.62
2014-06-07,1162.05,197740.00,2925.90,,59.05,47.21,67.83
2014-06-08,1262.61,198075.00,2926.03,,60.80,47.90,69.46
2014-06-09,1056.51,197818.00,2925.93,,58.58,52.79,65.21
2014-06-10,1184.05,197870.00,2925.95,,55.03,50.35,59.59
2014-06-11,1081.44,197818.00,2925.93,,57.34,40.72,69.07
2014-06-12,1053.01,197689.88,2925.88,,55.97,48.03,63.48
2014-06-13,1065.00,197665.42,2925.87,,49.11,46.89,52.40
2014-06-14,805.39,197390.00,2925.76,,49.26,45.83,52.55
2014-06-15,863.98,197415.00,2925.77,,49.52,44.59,53.99
2014-06-16,770.45,197415.00,2925.77,,46.33,41.61,50.67
2014-06-17,733.92,197515.06,2925.81,,49.26,43.63,54.09
2014-06-18,716.25,197640.36,2925.86,,55.80,48.86,65.88
2014-06-19,800.30,197896.00,2925.96,,59.17,46.91,70.29
2014-06-20,820.51,197870.00,2925.95,,54.78,49.56,58.65
2014-06-21,880.99,197844.00,2925.94,,55.99,38.71,69.11
2014-06-22,803.33,197540.13,2925.82,,61.30,46.69,75.81
2014-06-23,809.89,197139.75,2925.66,,62.37,51.24,74.49
2014-06-24,1031.84,197139.75,2925.66,,59.18,54.24,65.65
2014-06-25,858.59,196840.00,2925.54,,59.69,47.95,72.88
2014-06-26,962.97,196840.00,2925.54,,58.36,52.36,64.55
2014-06-27,989.72,197064.58,2925.63,,55.13,47.56,62.42
2014-06-28,1325.15,198025.00,2926.01,,54.99,50.98,59.47
2014-06-29,1090.66,198200.00,2926.08,,54.53,51.14,57.53
2014-06-30,846.38,197689.88,2925.88,,59.00,42.92,73.31
2014-07-01,885.99,197365.00,2925.75,,65.83,48.82,81.33
2014-07-02,783.69,196840.00,2925.54,,66.56,55.90,80.16
2014-07-03,866.76,196662.00,2925.47,,62.01,57.19,68.40
2014-07-04,760.93,196480.00,2925.40,,62.74,46.10,75.08
2014-07-05,736.75,196330.25,2925.34,,67.08,59.95,75.44
2014-07-06,759.97,196330.25,2925.34,,67.94,57.90,76.85
2014-07-07,769.49,196532.00,2925.42,,70.41,56.01,84.31
2014-07-08,859.33,196990.00,2925.60,,71.38,58.14,85.15
2014-07-09,691.19,197114.69,2925.65,,70.97,61.79,80.47
2014-07-10,677.50,197214.94,2925.69,,69.41,52.99,83.83
2014-07-11,577.01,197114.69,2925.65,,71.56,54.20,87.78
2014-07-12,665.52,197189.88,2925.68,,74.41,58.96,90.26
2014-07-13,614.92,197164.81,2925.67,,71.21,61.20,84.91
2014-07-14,742.01,197390.00,2925.76,,72.85,59.08,86.76
2014-07-15,716.91,197565.19,2925.83,,76.37,60.97,92.46
2014-07-16,685.54,197665.42,2925.87,,74.25,60.38,86.93
2014-07-17,556.22,197415.00,2925.77,,69.44,62.54,73.98
2014-07-18,642.02,197290.00,2925.72,,67.54,58.31,76.05
2014-07-19,484.90,196865.00,2925.55,,66.30,60.14,72.80
2014-07-20,686.51,196840.00,2925.54,,61.56,54.40,66.71
2014-07-21,569.59,196584.00,2925.44,,62.64,50.59,73.94
2014-07-22,520.30,196230.00,2925.30,,59.94,54.76,67.65
2014-07-23,635.43,196105.00,2925.25,,56.12,50.43,60.44
2014-07-24,634.86,195980.00,2925.20,,54.97,50.04,59.51
2014-07-25,497.28,195580.00,2925.04,,59.84,42.17,74.89
2014-07-26,560.24,195305.00,2924.93,,64.40,50.49,78.07
2014-07-27,421.71,194755.00,2924.71,,69.41,53.26,85.23
2014-07-28,484.73,194330.00,2924.54,,72.29,58.06,86.92
2014-07-29,461.62,193860.30,2924.35,,72.67,58.37,85.86
2014-07-30,512.54,193490.00,2924.20,,73.14,59.12,85.86
2014-07-31,421.85,192940.00,2923.98,,72.97,56.56,90.44
2014-08-01,476.99,192500.00,2923.80,,69.88,62.62,83.50
2014-08-02,459.55,192025.06,2923.61,,68.21,57.43,88.14
2014-08-03,463.47,191558.00,2923.42,,69.03,57.94,88.22
2014-08-04,473.13,191110.00,2923.24,,71.30,57.66,85.62
2014-08-05,424.34,190520.00,2923.00,,70.10,57.70,82.95
2014-08-06,362.90,189780.00,2922.70,,66.97,59.91,75.04
2014-08-07,288.93,188825.06,2922.31,,65.77,51.98,75.55
2014-08-08,388.75,188070.00,2922.00,,64.45,57.86,72.06
2014-08-09,328.19,187195.64,2921.64,,66.06,50.47,81.57
2014-08-10,304.32,186274.00,2921.26,,71.03,54.91,86.68
2014-08-11,377.91,185496.00,2920.94,,74.46,58.22,90.34
